编号,店名,address,维度,经度,分区,分类,电话,类别
32401,富阳东方茂开元名都大酒店-足浴中心,金桥北路61号富阳东方茂开元名都大酒店4层,30.05216954,119.9287547,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,15088689935,3997
32410,费丽思咖啡厅,金桥北路61号富阳东方茂开元名都大酒店1层,30.05216954,119.9287547,杭州市;富阳区,休闲娱乐;咖啡厅,0571-63287777,3997
33535,亲子乐园-小卖部,受降镇杭富路九龙大道1号杭州野生动物世界内,30.154384,119.9785898,杭州市;富阳区,购物;其它购物, ,3997
33652,百?草?园,苋浦路38-1,30.0532656,119.9477225,杭州市;富阳区,购物;花鸟鱼虫,13588296556,3997
33841,浙江清园生态热电有限公司-东南门,永济路北50米,30.03309939,119.9773329,杭州市;富阳区,基础设施;门/出入口, ,2124
34147,富阳市新沙岛富春民居旅游协会,新沙岛玫瑰园(新沙街南),30.04818326,119.9894211,杭州市;富阳区,机构团体;社会团体, ,2124
34156,乡村土菜馆,新沙岛玫瑰园(新沙街北),30.04860902,119.987516,杭州市;富阳区,美食;中餐厅,13806526125,2124
34183,杭州野生动物世界-斑马,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15531023,119.9798665,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34192,杭州野生动物世界-野驴,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15873868,119.980355,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34201,杭州富阳野生动物园旁轰趴别墅,九龙大道508号富春红郡,30.14793494,119.985074,杭州市;富阳区,建筑房产;住宅小区, ,3997
34210,圣泓小屋公寓(杭州野生动物园店),上林南路22号圣泓园1号楼,30.14014639,119.974441,杭州市;富阳区,酒店宾馆;公寓式酒店,18668010071,3997
34219,杭州野生动物世界-非洲狮(施东线),受降镇杭富路九龙大道1号杭州野生动物世界内,30.15943654,119.9810732,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34228,杭州野生动物世界-金丝猴,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15317918,119.9768242,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34237,杭州野生动物世界-黑尾牛羚,香江野生动物世界内,30.15626014,119.9798864,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34363,杭州富阳恒定酒店管理有限公司,银湖街道富闲路9号全季杭州野生动物园酒店,30.14063222,119.9793191,杭州市;富阳区,公司企业;公司企业, ,3997
34399,古古麦有饭吃野生动物园店,九龙大道228,30.14882098,119.9830491,杭州市;富阳区,美食;中餐厅,13336162023,3997
34408,杭州富春硅谷,杭富路九龙大道398号野生动物园正对面,30.14691775,119.9807849,杭州市;富阳区,建筑房产;其它房产小区, ,3997
34444,杭州野生动物世界-蓝宝石广场,四铜线,30.1526444,119.9818617,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34453,杭州野生动物世界-环球广场,九龙大道附近,30.14983773,119.9807647,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34462,杭州野生动物世界太阳城假日酒店,杭富路九龙大道1号,30.14907365,119.9787598,杭州市;富阳区,酒店宾馆;星级酒店,0571-23229999; 0571-28976996,3997
34471,杭州野生动物世界有限公司,九龙大道1号,30.14921122,119.9795877,杭州市;富阳区,公司企业;公司企业, ,3997
34480,鳄鱼,杭州野生动物世界,30.15049353,119.9787896,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34489,顽猴天地,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15208584,119.9779814,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34498,广西矮马,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15948312,119.9788387,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34507,天鹅湖,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15364036,119.9798367,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34516,大食蚁兽,受降受降镇杭富路九龙大道1号杭州野生动物世界内,30.1523018,119.9827396,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34525,扬子鳄,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15141518,119.9816125,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34534,白袋鼠,受降镇杭富路九龙大道1号杭州野生动物世界内,30.1516013,119.9795376,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34543,富春茶行,九龙大道富春硅谷(杭州野生动物世界南),30.14834247,119.9825504,杭州市;富阳区,购物;其它购物, ,3997
34552,非洲灰鹦鹉,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15192068,119.9831186,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34561,公共厕所,受降镇杭富路九龙大道1号杭州野生动物世界内,30.15469209,119.9792381,杭州市;富阳区,基础设施;公共厕所, ,3997
34570,白枕鹤,杭富路九龙大道1号(近杭富路)杭州野生动物世界内,30.15097468,119.9783905,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34579,湾鳄,受降镇杭富路九龙大道1号杭州野生动物世界内,30.1519912,119.9795675,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34588,细尾,杭富路九龙大道1号(近杭富路)杭州野生动物世界内,30.1544706,119.9797469,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34597,美国矮马,杭富路九龙大道1号(近杭富路)杭州野生动物世界内,30.15471098,119.9796172,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34606,鳄龟,杭富路九龙大道1号(近杭富路)杭州野生动物世界内,30.15200135,119.9795177,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
34615,小白虎,杭富路九龙大道1号(近杭富路)杭州野生动物世界内,30.15433061,119.9797469,杭州市;富阳区,休闲娱乐;旅游景点, ,3997
35416,彩云堂,龙门镇牌楼孙权故里内,29.90413283,119.945628,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
35587,元麦山居,春秋北路271号玉长城商业广场一楼(必胜客往里),30.06391701,119.9366765,杭州市;富阳区,美食;小吃快餐,15958182082,3997
35911,黄山望村社区卫生服务站,山居路南100米,30.07986996,120.0102847,杭州市;富阳区,医疗保健;综合医院, ,2124
35920,中国书画写生创研基地,山居路北200米,30.08204309,120.0092172,杭州市;富阳区,公司企业;其它机构团体, ,2124
35947,三味农庄,黄公望路33号,30.08207333,120.0091374,杭州市;富阳区,美食;中餐厅,0571-63462979,2124
35956,停车场(江滨东大道),山居路南100米,30.07964817,120.0108932,杭州市;富阳区,汽车;停车场, ,2124
35965,红灯笼,江滨东大道大家园酒店附近,30.08063116,120.0098757,杭州市;富阳区,美食;中餐厅,0571-63462733,2124
36055,吉居旅馆,吉居旅馆(18号路南),29.92028846,119.881143,杭州市;富阳区,酒店宾馆;旅馆招待所,13336161760,2124
36073,黄公望小学,黄公望小学(江滨东大道北),30.07956937,120.0104843,杭州市;富阳区,教育学校;小学, ,2124
36091,富春江花苑95幢,富春江花苑95幢(山居路西),30.08068429,120.0088183,杭州市;富阳区,建筑房产;住宅小区, ,2124
36109,快活林民宿,快活林民宿(山居路北300米),30.08316355,120.0090575,杭州市;富阳区,酒店宾馆;其它酒店宾馆, ,2124
36127,富春江花苑47号楼,东洲街道山居路富春江花苑,30.08009015,120.0068534,杭州市;富阳区,建筑房产;住宅小区, ,2124
36235,绿城?富春玫瑰园-东门,东洲街道山居路玫瑰园林枫苑,30.08213475,120.0086586,杭州市;富阳区,基础设施;门/出入口, ,2124
36253,富春山居度假酒店-SPA,杭富沿江公路富阳段,30.084466,119.9850892,杭州市;富阳区,生活服务;美容美发,0571-63461111; 0571-63461222,3997
36667,薇亭-东南门,西堤南路与鹿山路交叉口北100米,30.03478753,119.9365091,杭州市;富阳区,基础设施;门/出入口, ,3997
36739,亭山幼儿园-北门,四季路与西陇路交叉口东50米,30.00400412,119.9925567,杭州市;富阳区,基础设施;门/出入口, ,2124
36937,杭州蓝诚胶乳有限公司-西北门,春江工业园区田丰村,30.00887444,119.9528775,杭州市;富阳区,基础设施;门/出入口, ,2124
37027,富阳区大源中学-东北门,大源镇亭山村,29.99851806,119.9912804,杭州市;富阳区,基础设施;门/出入口, ,2124
37072,众成碳酸钙有限公司-西南门,赤亭纸路413县附近,30.01159872,119.9510006,杭州市;富阳区,基础设施;门/出入口, ,2124
37828,富春民居22,东洲街道新沙村(新沙岛大学生村官创业基地)附近,30.04820712,119.9848229,杭州市;富阳区,酒店宾馆;其它酒店宾馆, ,2124
37837,富春民居2,新新线与新沙街交叉口东50米,30.04817802,119.9845237,杭州市;富阳区,酒店宾馆;其它酒店宾馆, ,2124
37855,富春民居3,新新线与新沙街交叉口东100米,30.04817616,119.9851421,杭州市;富阳区,酒店宾馆;其它酒店宾馆, ,2124
37873,小兰民居农家乐,新新线南50米,30.0492407,119.9869574,杭州市;富阳区,休闲娱乐;其它娱乐休闲, ,2124
39034,金都网球俱乐部-会议,杭富公路三二零国道金都?富春山居旁金都网球俱乐部,30.15101911,120.0001546,杭州市;富阳区,文化场馆;会展中心,0571-87190707,3997
39232,睿老师,富春皇家大酒店(东兴路店),30.06752919,119.945974,杭州市;富阳区,教育学校;培训,0571-63262003,3997
39313,肯德基杭州富阳物美餐厅,龙山路126号物美大卖场富阳店1层,30.05429954,119.9548003,杭州市;富阳区,美食;小吃快餐,0571-61700516,3997
39322,龙山烤禽店,龙浦街141,30.05377642,119.9560979,杭州市;富阳区,美食;小吃快餐,0571-63126966,3997
39331,杭州市富阳区白蚁防治站,富春龙山饭店南50米(龙浦街南),30.0535783,119.9553194,杭州市;富阳区,机构团体;政府机关, ,3997
39340,兰灵秀空中酒店,龙山路130号青少年宫13楼,30.05420041,119.954431,杭州市;富阳区,酒店宾馆;经济型酒店, ,3997
39349,西贝羊涮烤自助餐厅,富春龙山饭店(龙浦街北),30.05430915,119.95496,杭州市;富阳区,美食;火锅,15382383991,3997
39358,董哥卤肉卷,龙山路185号,30.05380265,119.9534827,杭州市;富阳区,美食;小吃快餐, ,3997
39367,龙浦街149号楼,富春龙山饭店南(龙浦街南),30.0537478,119.955529,杭州市;富阳区,建筑房产;房产小区附属, ,3997
39718,后门家具(杭州富春硅谷展厅),银湖街道富春硅谷1号楼3层302,30.14815757,119.9808347,杭州市;富阳区,购物;家具家居建材, ,3997
40024,金桥房产销售展示中心,金凤路32号附近,30.05507407,119.9324315,杭州市;富阳区,文化场馆;展览馆, ,3997
40240,山水悦府销售展示中心,文教路与秦望路交叉口东南100米,30.04291031,119.9348302,杭州市;富阳区,生活服务;其它生活服务,0571-58986666,3997
40456,杭州博大门业产品展示厅,朝阳路与大桥南路交叉口,30.00826712,120.0014233,杭州市;富阳区,购物;家具家居建材,13819469165,2124
40483,金汇之星销售展示中心,文居街325号,30.06212374,119.9385345,杭州市;富阳区,生活服务;其它生活服务, ,3997
40933,富阳市东洲街道张家村文化娱乐中心,东洲街道张家村文化娱乐中心,30.05856553,120.0381557,杭州市;富阳区,文化场馆;文化宫, ,2124
41212,杭州市富阳区城建档案馆,天河路108,30.03813849,119.9359294,杭州市;富阳区,文化场馆;档案馆,0571-63318040,3997
42193,良平算盘收藏博物馆-东北门,龙门镇牌楼龙门古镇内良平算盘收藏博物馆附近,29.90416337,119.9453683,杭州市;富阳区,基础设施;门/出入口, ,2124
42238,湘溪村史馆,湘溪村村委会(潭三线东),30.05560766,119.7054098,杭州市;富阳区,文化场馆;其它文化场馆, ,2368
45703,张家②[公交站],富阳112B北环高峰,30.05625598,120.0366825,杭州市;富阳区,基础设施;公交车站, ,2124
45712,木桥④[公交站],富阳112B北环高峰,30.05612534,120.0192411,杭州市;富阳区,基础设施;公交车站, ,2124
45721,亚林所[公交站],"606,富阳112A南环,富阳112B北环高峰,富阳112A南环高峰等8条线路",30.05921891,119.9520618,杭州市;富阳区,基础设施;公交车站, ,3997
45730,木桥2[公交站],"富阳112A南环,富阳112A南环高峰,富阳112B北环",30.05571027,120.0102508,杭州市;富阳区,基础设施;公交车站, ,2124
45739,黄公望[公交站],"富阳112A南环,富阳112A南环高峰,富阳2119等4条线路",30.07853954,120.0111108,杭州市;富阳区,基础设施;公交车站, ,2124
45748,七号路[公交站],"富阳112A南环,富阳112A南环高峰,富阳112B北环高峰",30.08342656,120.0592545,杭州市;富阳区,基础设施;公交车站, ,2124
45757,东桥路[公交站],"富阳112A南环,富阳112A南环高峰,富阳2119等4条线路",30.08501006,120.0480658,杭州市;富阳区,基础设施;公交车站, ,2124
45766,五星村2[公交站],"富阳112A南环,富阳112A南环高峰,富阳112B北环",30.06355497,120.052477,杭州市;富阳区,基础设施;公交车站, ,2124
45775,张家3[公交站],"富阳112B北环,富阳112A南环高峰",30.05860985,120.0388824,杭州市;富阳区,基础设施;公交车站, ,2124
47593,如意花苑-南门,富春如意花苑东南门(恩波二桥西南),30.04808487,119.9480824,杭州市;富阳区,基础设施;门/出入口, ,3997
47782,百庄村,富春第一漂西50米(环金线南),29.77888387,119.9543038,杭州市;富阳区,地名地址;行政地名, ,2124
47962,富春桃源风景区-上部站,胥口镇上练村富春桃源风景区内,30.01353745,119.6309217,杭州市;富阳区,休闲娱乐;旅游景点, ,2368
47971,大坝,胥口镇上练村富春桃源风景区内,30.01009324,119.6266559,杭州市;富阳区,休闲娱乐;旅游景点, ,2368
47980,杭州海富植物,胥口镇甘山,30.00290224,119.6345688,杭州市;富阳区,公司企业;公司企业, ,2368
48115,富阳市城市森林公园夕照红梅-入口,城市森林公园东南380米,30.0665178,119.9634221,杭州市;富阳区,基础设施;门/出入口, ,3997
49600,富春?港,正和富春港(登城北路西),29.97501252,119.732777,杭州市;富阳区,购物;超市, ,2368
52552,古木夕羊,金桥北路1号东方茂购物中心F2层A2057,30.05111962,119.9287049,杭州市;富阳区,购物;服饰鞋包,15168331220,3997
53713,龙门古镇影视厅,龙门镇牌楼龙门古镇内,29.90447362,119.9452385,杭州市;富阳区,休闲娱乐;电影院, ,2124
53722,望乡亭,龙门镇牌楼龙门古镇内,29.90591756,119.9432612,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53731,富阳龙门古镇申灿宾馆,龙门古镇新街,29.90365602,119.9440802,杭州市;富阳区,酒店宾馆;经济型酒店, ,2124
53740,富阳龙门古镇同兴客栈,龙门古镇新街,29.90330618,119.9440104,杭州市;富阳区,酒店宾馆;经济型酒店,15824157822,2124
53749,龙门四村,龙门宾馆(龙门古镇西南),29.90301532,119.9444398,杭州市;富阳区,地名地址;行政地名, ,2124
53758,欢庭龙门印象度假酒店,龙门古镇景区砚池旁边,29.90080951,119.9472757,杭州市;富阳区,酒店宾馆;酒店宾馆,0571-63507001,2124
53767,冬官第,龙门镇牌楼龙门古镇内,29.90363947,119.9472355,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53776,居易堂,龙门镇牌楼龙门古镇内,29.90348895,119.9474852,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53785,余荫堂,龙门镇牌楼龙门古镇内,29.90348182,119.9461273,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53794,跃龙桥,龙门镇牌楼龙门古镇内,29.90508393,119.9450787,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53803,龙门镇农贸市场,龙门古镇,29.90392579,119.9489328,杭州市;富阳区,购物;农贸市场,13868145595,2124
53812,富阳区龙门邮政所,龙门古镇古镇中路184号,29.90090626,119.9440206,杭州市;富阳区,生活服务;邮局速递, ,2124
53821,瑞徽堂,龙门古镇百狮厅,29.90047553,119.9491228,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53830,孙氏粮艺,龙门镇龙门古镇内,29.90452257,119.9457477,杭州市;富阳区,休闲娱乐;旅游景点, ,2124
53839,聚龙宾馆,龙门镇龙门七村古镇中路216号,29.90278015,119.9514787,杭州市;富阳区,酒店宾馆;酒店宾馆,0571-61702830; 13735850073,2124
